idx|chapter|sec|no|content|lang
2046|35|12|12|And the land which I gave to Abraham and Isaac, I will give to you; and to your seed after you I will give the land.|en
2047|35|13|13|神就從那與雅各說話的地方升上去了。|zh
2048|35|13|13|Then God went up from him in the place where he had been talking with him.|en
2049|35|14|14|雅各便在那裡立了一根石柱，在柱子上奠酒，澆油。|zh
2050|35|14|14|And Jacob put up a pillar in the place where he had been talking with God, and put a drink offering on it, and oil.|en
2051|35|15|15|雅各就給那地方起名叫伯特利。|zh
2052|35|15|15|And he gave to the place where God had been talking with him, the name of Beth-el.|en
2053|35|16|16|他們從伯特利起行，離以法他還有一段路程，拉結臨產甚是艱難。|zh
2054|35|16|16|So they went on from Beth-el; and while they were still some distance from Ephrath, the pains of birth came on Rachel and she had a hard time.|en
2055|35|17|17|正在艱難的時候，收生婆對他說：不要怕，你又要得一個兒子了。|zh
2056|35|17|17|And when her pain was very great, the woman who was helping her said, Have no fear; for now you will have another son.|en
2057|35|18|18|他將近於死，靈魂要走的時候，就給他兒子起名叫便俄尼；他父親卻給他起名叫便雅憫。|zh
2058|35|18|18|And in the hour when her life went from her (for death came to her), she gave the child the name Ben-oni: but his father gave him the name of Benjamin.|en
2059|35|19|19|拉結死了，葬在以法他的路旁；以法他就是伯利恆。|zh
2060|35|19|19|So Rachel came to her end and was put to rest on the road to Ephrath (which is Beth-lehem).|en
2061|35|20|20|雅各在他的墳上立了一統碑，就是拉結的墓碑，到今日還在。|zh
2062|35|20|20|And Jacob put up a pillar on her resting-place; which is named, The Pillar of the resting-place of Rachel, to this day.|en
2063|35|21|21|以色列起行前往，在以得臺那邊支搭帳棚。|zh
2064|35|21|21|And Israel went journeying on and put up his tents on the other side of the tower of the flock.|en
2065|35|22|22|以色列住在那地的時候，流便去與他父親的妾辟拉同寢，以色列也聽見了。雅各共有十二個兒子。|zh
2066|35|22|22|Now while they were living in that country, Reuben had connection with Bilhah, his father's servant-woman: and Israel had news of it.|en
2067|35|23|23|利亞所生的是雅各的長子流便，還有西緬、利未、猶大、以薩迦、西布倫。|zh
2068|35|23|23|Now Jacob had twelve sons: the sons of Leah: Reuben, Jacob's first son, and Simeon and Levi and Judah and Issachar and Zebulun;|en
2069|35|24|24|拉結所生的是約瑟、便雅憫。|zh
2070|35|24|24|The sons of Rachel: Joseph and Benjamin;|en
2071|35|25|25|拉結的使女辟拉所生的是但、拿弗他利。|zh
2072|35|25|25|The sons of Bilhah, Rachel's servant: Dan and Naphtali;|en
2073|35|26|26|利亞的使女悉帕所生的是迦得、亞設。這是雅各在巴旦亞蘭所生的兒子。|zh
2074|35|26|26|The sons of Zilpah, Leah's servant: Gad and Asher; these are the sons whom Jacob had in Paddan-aram.|en
2075|35|27|27|雅各來到他父親以撒那裡，到了基列亞巴的幔利，乃是亞伯拉罕和以撒寄居的地方；基列亞巴就是希伯崙。|zh
2076|35|27|27|And Jacob came to his father Isaac at Mamre, at Kiriath-arba, that is, Hebron, where Abraham and Isaac had been living.|en
2077|35|28|28|以撒共活了一百八十歲。|zh
2078|35|28|28|And Isaac was a hundred and eighty years old.|en
2079|35|29|29|以撒年紀老邁，日子滿足，氣絕而死，歸到他列祖(原文作本民)那裡。他兩個兒子以掃、雅各把他埋葬了。|zh
2080|35|29|29|Then Isaac came to his end and was put to rest with his father's people, an old man after a long life: and Jacob and Esau, his sons, put him in his last resting-place.|en
2081|36|1|1|以掃就是以東，他的後代記在下面。|zh
2082|36|1|1|Now these are the generations of Esau, that is to say, Edom.|en
2083|36|2|2|以掃娶迦南的女子為妻，就是赫人以倫的女兒亞大和希未人祭便的孫女、亞拿的女兒阿何利巴瑪，|zh
2084|36|2|2|Esau's wives were women of Canaan: Adah, the daughter of Elon the Hittite, and Oholibamah, the daughter of Anah, the daughter of Zibeon the Hivite,|en
2085|36|3|3|又娶了以實瑪利的女兒、尼拜約的妹子巴實抹。|zh
2086|36|3|3|And Basemath, Ishmael's daughter, the sister of Nebaioth.|en
2087|36|4|4|亞大給以掃生了以利法；巴實抹生了流珥；|zh
2088|36|4|4|Adah had a son Eliphaz; and Basemath was the mother of Reuel;|en
2089|36|5|5|阿何利巴瑪生了耶烏施、雅蘭、可拉。這都是以掃的兒子，是在迦南地生的。|zh
2090|36|5|5|Oholibamah was the mother of Jeush, Jalam, and Korah; these are the sons of Esau, whose birth took place in the land of Canaan.|en
2091|36|6|6|以掃帶著他的妻子、兒女，與家中一切的人口，並他的牛羊、牲畜，和一切貨財，就是他在迦南地所得的，往別處去，離了他兄弟雅各。|zh
2092|36|6|6|Esau took his wives and his sons and his daughters, and all the people of his house, and his beasts and his cattle and all his goods which he had got together in the land of Canaan, and went into the land of Seir, away from his brother Jacob.|en
2093|36|7|7|因為二人的財物群畜甚多，寄居的地方容不下他們，所以不能同居。|zh
2094|36|7|7|For their wealth was so great that the land was not wide enough for the two of them and all their cattle.|en
2095|36|8|8|於是以掃住在西珥山裡；以掃就是以東。|zh
2096|36|8|8|So Esau made his living-place in the hill-country of Seir (Esau is Edom).|en
2097|36|9|9|以掃是西珥山裡以東人的始祖，他的後代記在下面。|zh
2098|36|9|9|And these are the generations of Esau, the father of the Edomites in the hill-country of Seir:|en
2099|36|10|10|以掃眾子的名字如下。以掃的妻子亞大生以利法；以掃的妻子巴實抹生流珥。|zh
2100|36|10|10|These are the names of Esau's sons: Eliphaz, the son of Esau's wife Adah, and Reuel, the son of Esau's wife Basemath.|en
2101|36|11|11|以利法的兒子是提幔、阿抹、洗玻、迦坦、基納斯。|zh
2102|36|11|11|The sons of Eliphaz were Teman, Omar, Zepho, Gatam, and Kenaz.|en
2103|36|12|12|亭納是以掃兒子以利法的妾；他給以利法生了亞瑪力。這是以掃的妻子亞大的子孫。|zh
2104|36|12|12|And Eliphaz, the son of Esau, had connection with a woman named Timna, who gave birth to Amalek: all these were the children of Esau's wife Adah.|en
2105|36|13|13|流珥的兒子是拿哈、謝拉、沙瑪、米撒。這是以掃妻子巴實抹的子孫。|zh
2106|36|13|13|And these are the sons of Reuel: Nahath, Zerah, Shammah, and Mizzah: they were the children of Esau's wife Basemath.|en
2107|36|14|14|以掃的妻子阿何利巴瑪是祭便的孫女，亞拿的女兒；他給以掃生了耶烏施、雅蘭、可拉。|zh
2108|36|14|14|And these are the sons of Esau's wife Oholibamah, the daughter of Anah, the daughter of Zibeon: she was the mother of Jeush, Jalam, and Korah.|en
2109|36|15|15|以掃子孫中作族長的記在下面。以掃的長子以利法的子孫中，有提幔族長、阿抹族長、洗玻族長，基納斯族長、|zh
2110|36|15|15|These were the chiefs among the sons of Esau: the sons of Eliphaz, Esau's first son: Teman, Omar, Zepho, Kenaz,|en
2111|36|16|16|可拉族長、迦坦族長、亞瑪力族長。這是在以東地從以利法所出的族長，都是亞大的子孫。|zh
2112|36|16|16|Korah, Gatam, Amalek: all these were chiefs in the land of Edom, the offspring of Eliphaz, the seed of Adah.|en
2113|36|17|17|以掃的兒子流珥的子孫中，有拿哈族長、謝拉族長、沙瑪族長、米撒族長。這是在以東地從流珥所出的族長，都是以掃妻子巴實抹的子孫。|zh
2114|36|17|17|And these are the sons of Esau's son Reuel: Nahath, Zerah, Shammah, Mizzah: these were the chiefs of Reuel in the land of Edom, the children of Esau's wife Basemath.|en
2115|36|18|18|以掃的妻子阿何利巴瑪的子孫中，有耶烏施族長、雅蘭族長、可拉族長。這是從以掃妻子，亞拿的女兒，阿何利巴瑪子孫中所出的族長。|zh
2116|36|18|18|And these are the sons of Esau's wife Oholibamah: Jeush, Jalam, and Korah: these were the chiefs who came from Esau's wife Oholibamah, daughter of Anah.|en
2117|36|19|19|以上的族長都是以掃的子孫；以掃就是以東。|zh
2118|36|19|19|These were the sons of Esau (that is, Edom), and these were their chiefs.|en
2119|36|20|20|那地原有的居民─何利人西珥的子孫記在下面：就是羅坍、朔巴、祭便、亞拿、|zh
2120|36|20|20|These are the sons of Seir the Horite who were living in that country; Lotan, Shobal, Zibeon, Anah,|en
2121|36|21|21|底順、以察、底珊。這是從以東地的何利人西珥子孫中所出的族長。|zh
2122|36|21|21|Dishon, Ezer, and Dishan: these are the chiefs of the Horites, offspring of Seir in the land of Edom.|en
2123|36|22|22|羅坍的兒子是何利、希幔；羅坍的妹子是亭納。|zh
2124|36|22|22|The children of Lotan were Hori and Hemam; Lotan's sister was Timna.|en
2125|36|23|23|朔巴的兒子是亞勒文、瑪拿轄、以巴錄、示玻、阿南。|zh
2126|36|23|23|And these are the children of Shobal: Alvan, Manahath, Ebal, Shepho, and Onam.|en
2127|36|24|24|祭便的兒子是亞雅、亞拿〈當時在曠野放他父親祭便的驢，遇著溫泉的，就是這亞拿〉。|zh
2128|36|24|24|And these are the children of Zibeon: Aiah and Anah; that same Anah who made the discovery of the water-springs in the waste land, when he was looking after the asses of his father Zibeon.|en
2129|36|25|25|亞拿的兒子是底順；亞拿的女兒是阿何利巴瑪。|zh
2130|36|25|25|And these are the children of Anah: Dishon and Oholibamah his daughter.|en
2131|36|26|26|底順的兒子是欣但、伊是班、益蘭、基蘭。|zh
2132|36|26|26|These are the children of Dishon: Hemdan, Eshban, Ithran, and Keran.|en
2133|36|27|27|以察的兒子是辟罕、撒番、亞干。|zh
2134|36|27|27|These are the children of Ezer: Bilhan, Zaavan, and Akan.|en
2135|36|28|28|底珊的兒子是烏斯、亞蘭。|zh
